AFG;阿富汉皇家近卫军团 
AFG;阿富汗第II军团 
AFG;阿富汗第III军团 
AFG;阿富汗第IV军团 
AFG;阿富汗第V军团 
AFG;阿富汗第VI军团 
AFG;阿富汗第VII军团 
AFG;阿富汗第VIII军团 
AFG;阿富汗第IX军团 
AFG;阿富汗第X军团 
AFG;阿富汗第XI军团 
AFG;阿富汗第XII军团 
AFG;阿富汗第XIII军团 
AFG;阿富汗第XIV军团 
AFG;阿富汗第XV军团 
AFG;阿富汗第XXI军团 
AFG;阿富汗第XXII军团 
AFG;阿富汗第XXIII军团 
AFG;阿富汗第XXIV军团 
AFG;阿富汗第XXV军团 
AFG;阿富汗第XXX军团 
ALB;阿尔巴尼亚第I军团 
ALB;阿尔巴尼亚第II军团 
ALB;阿尔巴尼亚第III军团 
ALB;阿尔巴尼亚第IV军团 
ALB;阿尔巴尼亚第V军团 
ALB;阿尔巴尼亚第VI军团 
ALB;阿尔巴尼亚第VII军团 
ALB;阿尔巴尼亚第VIII军团 
ALB;阿尔巴尼亚第IX军团 
ALB;阿尔巴尼亚第X军团 
ALB;阿尔巴尼亚第XI军团 
ALB;阿尔巴尼亚第XII军团 
ALB;阿尔巴尼亚第XIII军团 
ALB;阿尔巴尼亚第XIV军团 
ALB;阿尔巴尼亚第XV军团 
ALB;阿尔巴尼亚第XVI军团 
ALB;阿尔巴尼亚第XVII军团 
ALB;阿尔巴尼亚第XVIII军团 
ALB;阿尔巴尼亚第XIX军团 
ALB;阿尔巴尼亚第XX军团 
ALB;阿尔巴尼亚第XXI军团 
ALB;阿尔巴尼亚第XXII军团 
ALB;阿尔巴尼亚第XXIII军团 
ALB;阿尔巴尼亚第XXIV军团 
ALB;阿尔巴尼亚第XXV军团 
ALB;阿尔巴尼亚第XXVI军团 
ALB;阿尔巴尼亚第XXVII军团 
ALB;阿尔巴尼亚第XXVIII军团 
ALB;阿尔巴尼亚第XXIX军团 
ALB;阿尔巴尼亚第XXX军团 
ALG;阿尔及利亚第I军团 
ALG;阿尔及利亚第II军团 
ALG;阿尔及利亚第III军团 
ALG;阿尔及利亚第IV军团 
ALG;阿尔及利亚第V军团 
ALG;阿尔及利亚第VI军团 
ALG;阿尔及利亚第VII军团 
ALG;阿尔及利亚第VIII军团 
ALG;阿尔及利亚第IX军团 
ALG;阿尔及利亚第X军团 
ALG;阿尔及利亚第XI军团 
ALG;阿尔及利亚第XII军团 
ALG;阿尔及利亚第XIII军团 
ALG;阿尔及利亚第XIV军团 
ALG;阿尔及利亚第XV军团 
ALG;阿尔及利亚第XVI军团 
ALG;阿尔及利亚第XVII军团 
ALG;阿尔及利亚第XVIII军团 
ALG;阿尔及利亚第XIX军团 
ALG;阿尔及利亚第XX军团 
ALG;阿尔及利亚第XXI军团 
ALG;阿尔及利亚第XXII军团 
ALG;阿尔及利亚第XXIII军团 
ALG;阿尔及利亚第XXIV军团 
ALG;阿尔及利亚第XXV军团 
ALG;阿尔及利亚第XXVI军团 
ALG;阿尔及利亚第XXVII军团 
ALG;阿尔及利亚第XXVIII军团 
ALG;阿尔及利亚第XXIX军团 
ALG;阿尔及利亚第XXX军团 
ANG;安哥拉第1军团 
ANG;安哥拉第2军团 
ANG;安哥拉第3军团 
ANG;安哥拉第4军团 
ANG;安哥拉第5军团 
ANG;安哥拉第6军团 
ANG;安哥拉第7军团 
ANG;安哥拉第8军团 
ANG;安哥拉第10军团 
