Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
English;9971001;U71;1930;1941;1990;1990;2;5;2;2;0;5;0;ulster19;1930;1941;1999;x
Dixon;9971002;U71;1930;1990;1990;1990;3;5;0;1;0;5;0;unknown;1930;1950;1999;x
Stronge;9971003;U71;1930;1940;1942;1990;1;5;512;2;0;5;0;unknown;1930;1981;1999;x
Archdale;9971004;U71;1930;1930;1930;1930;3;5;8192;0;0;5;1;unknown;1930;1943;1999;x
Wickham;9971005;U71;1930;1930;1990;1990;1;5;1;1;0;5;0;unknown;1930;1945;1999;x
Pim;9971006;U71;1944;1945;1990;1990;1;5;2;1;0;5;0;unknown;1944;1970;1999;x
Mayne;9971007;U71;1944;1990;1990;1990;3;5;256;2;0;5;0;unknown;1944;1950;1999;x
Sinton;9971008;U71;1943;1990;1990;1990;3;5;1;0;0;5;0;unknown;1943;1950;1999;x
Bingham;9971009;U71;1930;1936;1938;1990;3;6;0;3;0;5;1;ulster6;1930;1939;1999;x
Currie;9971010;U71;1930;1990;1990;1990;3;5;0;1;0;5;2;ulster7;1930;1960;1999;x
Parker;9971011;U71;1930;1990;1990;1990;3;5;0;0;0;5;2;unknown;1930;1960;1999;x
Alanbrooke;9971012;U71;1930;1930;1939;1944;1;9;6;5;0;5;0;L1005;1930;1946;1999;x
Carson;9971013;U71;1930;1990;1990;1990;3;5;0;1;0;5;0;unknown;1930;1936;1999;x
Craig;9971014;U71;1930;1930;1990;1990;2;5;0;1;0;5;0;unknown;1930;1960;1999;x
Clark;9971015;U71;1930;1990;1990;1990;3;5;0;1;0;5;0;unknown;1930;1960;1999;x
