Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
☆6 宋哲元(99) ;502500;u01;1930;1933;1935;1990;1;6;11;3;0;4;0;L50272;1930;1999;1999;x
5 刘汝明(99) ;502501;u01;1930;1939;1990;1990;2;5;8;2;0;3;0;L50209;1930;1999;1999;x
4 冯治安(99) ;502502;u01;1939;1942;1990;1990;2;4;0;1;0;3;0;L50080;1939;1999;1999;x
4 赵登禹(99) ;502503;u01;1930;1990;1990;1990;3;4;4;0;0;4;0;L50027;1930;1999;1999;x
☆6 张自忠(99) ;502504;u01;1930;1935;1939;1990;1;6;11;3;0;3;0;L50004;1930;1999;1999;x
5 佟麟阁(99) ;502505;u01;1930;1940;1990;1990;2;5;4;1;0;4;0;L50301;1930;1999;1999;x
3 何基沣(99) ;502506;u01;1930;1990;1990;1990;3;3;0;0;0;4;0;L50090;1930;1999;1999;x
4 秦德纯(99) ;502507;U01;1930;1930;1942;1990;2;4;1;1;0;4;0;L50293;1930;1999;1999;x
3 张克侠(99) ;502509;U01;1938;1990;1990;1990;3;3;0;0;0;4;0;L50013;1930;1999;1999;x
3 吉星文(99) ;502510;U01;1943;1990;1990;1990;3;3;2;0;0;4;0;L50045;1940;1999;1999;x
