Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
Figueres Ferrer;9978001;U78;1939;1942;1945;1990;2;5;4;2;0;2;0;L350001;1939;1960;1999;x
Marten Chavarria;9978002;U78;1930;1942;1990;1990;2;3;2;1;0;2;0;L350004;1930;1960;1999;x
Narvaez Guell;9978003;U78;1945;1990;1990;1990;3;3;16;0;0;3;0;L350005;1945;1960;1999;x
Orlich Bolmarich;9978004;U78;1930;1939;1990;1990;2;3;128;1;0;3;0;L350006;1930;1945;1999;x
Ramirez Alcantara;9978005;U78;1945;1990;1990;1990;3;3;1;0;0;3;0;L350008;1945;1960;1999;x
Ramirez y Ramirez;9978006;U78;1930;1930;1990;1990;2;5;576;1;0;5;0;L350009;1930;1940;1999;x
Rosendo Arguello;9978007;U78;1945;1990;1990;1990;3;3;1;0;0;2;0;L350010;1945;1960;1999;x
Ross Cardono  E.;9978008;U78;1939;1945;1990;1990;2;3;4;1;0;3;0;L350011;1939;1960;1999;x
Ross Cardono  S.;9978009;U78;1945;1990;1990;1990;3;3;0;0;0;3;0;L350012;1945;1960;1999;x
Santa Reynaldo;9978010;U78;1940;1990;1990;1990;3;3;0;0;0;4;0;L350013;1940;1945;1999;x
Sinaja Calufa;9978011;U78;1945;1945;1990;1990;2;3;0;1;0;3;0;L350014;1945;1947;1999;x
Tinoco;9978012;U78;1930;1930;1930;1990;1;3;2;1;0;4;0;L350015;1930;1939;1999;x
Volio Jimenéz;9978013;U78;1938;1990;1990;1990;3;3;128;0;0;3;0;L350016;1938;1946;1999;x
Zamora  A.;9978014;U78;1930;1942;1945;1990;2;3;0;2;0;3;0;L350017;1930;1960;1999;x
Zamora  E.;9978015;U78;1945;1990;1990;1990;3;3;0;0;0;5;0;L350018;1945;1960;1999;x
Abreu Castro;9978016;U78;1943;1990;1990;1990;3;3;0;0;0;3;1;L350019;1943;1960;1999;x
Juarez Camposino;9978017;U78;1939;1945;1990;1990;2;3;0;1;0;5;1;L350020;1939;1960;1999;x
Siedler Mendoza;9978018;U78;1945;1990;1990;1990;3;3;0;0;0;4;1;L350021;1945;1960;1999;x
Vaqueza Cortes;9978019;U78;1930;1943;1990;1990;3;3;1024;1;0;5;1;L350022;1930;1945;1999;x
Macho Nuñez;9978020;U78;1940;1990;1990;1990;3;4;8192;0;0;3;2;L350023;1940;1945;1999;x
Zamora;9978021;U78;1930;1940;1990;1990;2;3;0;1;0;3;2;L350026;1930;1960;1999;x
Adán Parada;9978022;U78;1938;1941;1944;1990;2;3;0;2;0;5;0;L360000;1938;1960;1999;x
Aguirre y Salinas;9978023;U78;1944;1990;1990;1990;3;4;256;0;0;5;0;L360001;1944;1960;1999;x
Angél Castillo;9978024;U78;1945;1990;1990;1990;3;4;1;0;0;1;0;L360002;1945;1960;1999;x
Bolaños;9978025;U78;1940;1948;1990;1990;2;3;1;1;0;5;0;L360003;1940;1951;1999;x
Castillo Navarrete;9978026;U78;1938;1944;1990;1990;3;3;256;1;0;5;0;L360004;1938;1946;1999;x
Cristino Garay;9978027;U78;1939;1943;1990;1990;2;3;0;1;0;5;0;L360005;1939;1960;1999;x
Curbelo Hernandez;9978028;U78;1945;1990;1990;1990;3;3;128;0;0;5;0;L360006;1945;1960;1999;x
Díaz Liévano;9978029;U78;1943;1990;1990;1990;3;4;0;0;0;5;0;L360007;1943;1960;1999;x
Espínola Castro;9978030;U78;1940;1942;1990;1990;2;3;4;1;0;4;0;L360008;1940;1960;1999;x
Hernandez Martinez;9978031;U78;1930;1930;1930;1990;1;4;2;1;0;5;0;L360009;1930;1944;1999;x
Menéndez;9978032;U78;1930;1930;1930;1990;1;5;514;1;0;4;0;L360010;1930;1939;1999;x
Molina;9978033;U78;1943;1990;1990;1990;3;3;2;0;0;4;0;L360011;1943;1960;1999;x
Molina Meña;9978034;U78;1940;1990;1990;1990;3;3;0;0;0;3;0;L360012;1940;1960;1999;x
Peña Trejo;9978035;U78;1942;1990;1990;1990;3;3;32;0;0;3;0;L360013;1942;1960;1999;x
Rodríguez Quintanilla;9978036;U78;1938;1990;1990;1990;3;3;128;0;0;5;0;L360014;1938;1946;1999;x
Terriente Morales;9978037;U78;1930;1990;1990;1990;3;3;0;0;0;3;0;L360015;1930;1944;1999;x
Zacapa;9978038;U78;1939;1942;1990;1990;2;4;1;1;0;5;0;L360016;1939;1960;1999;x
Blanco Alaño;9978039;U78;1944;1990;1990;1990;3;3;0;0;0;4;1;L360017;1944;1960;1999;x
Carnejo Ibanéz;9978040;U78;1930;1939;1990;1990;2;4;1024;1;0;5;1;L360018;1930;1944;1999;x
Rodolfí Sanchez;9978041;U78;1939;1942;1990;1990;2;3;0;1;0;5;1;L360020;1939;1960;1999;x 
Aberle;9978042;U78;1938;1941;1990;1990;2;3;16384;0;0;5;2;L360021;1938;1960;1999;x
