Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
Ho Chi Minh;9972001;U72;1930;1930;1930;1930;0;5;0;2;0;5;0;cvietnam1;1930;1980;1999;x
Chi Thanh;9972002;U72;1944;1945;1948;1990;3;5;256;3;0;5;0;unknown;1944;1980;1999;x
Tran Van Tra;9972003;U72;1946;1960;1990;1990;2;5;0;1;0;5;0;unknown;1946;1980;1999;x
Dong Sy Nguyen ;9972004;U72;1946;1948;1951;1990;2;5;1;2;0;5;0;unknown;1946;1980;1999;x
Van Tien Dung;9972005;U72;1944;1948;1950;1952;1;5;16;2;0;5;0;unknown;1944;1980;1999;x
Vo Nguyen Giap;9972006;U72;1940;1944;1946;1948;1;5;1;3;0;5;0;cvietnam7;1940;1980;1999;x
Quy Ha;9972007;U72;1944;1990;1990;1990;3;5;2;1;0;5;0;unknown;1944;1980;1999;x
Minh Chau;9972008;U72;1945;1990;1990;1990;3;5;0;1;0;5;0;unknown;1945;1980;1999;x
Vo Chi Cong;9972009;U72;1944;1990;1990;1990;3;5;0;1;0;5;0;unknown;1944;1980;1999;x
Nguyen Thi Dinh;9972010;U72;1945;1990;1990;1990;3;5;0;1;0;5;0;unknown;1945;1980;1999;x
Ta Xuan Thu;9972011;U72;1945;1990;1990;1990;3;5;0;1;0;5;1;unknown;1945;1980;1999;x
Tran Quy Hai;9972012;U72;1945;1990;1990;1990;3;5;0;1;0;5;2;unknown;1945;1980;1999;x
Yang Dezhi;9972013;U72;1938;1944;1947;1990;2;5;1;1;0;5;0;unknown;1938;1946;1999;x
Nguyen Don;9972014;U72;1944;1990;1990;1990;3;5;0;1;0;5;0;unknown;1944;1980;1999;x
Song Renqiong;9972015;U72;1944;1990;1990;1990;3;5;0;1;0;5;0;unknown;1944;1980;1999;x
Nguyen Huu Tho;9972016;U72;1930;1941;1944;1947;0;5;0;1;0;5;2;M542055;1930;1980;1999;x
Thrang Tun Doc;9972017;U72;1930;1944;1990;1990;2;5;0;1;0;5;1;M542052;1930;1980;1999;x
