Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
阿布拉哈姆 ;108000;U00;1930;1938;1990;1990;2;4;16;1;0;5;0;L8000;1930;1999;1999;x
阿尔特 ;108001;U00;1930;1939;1990;1990;3;6;2;1;0;5;0;L8001;1930;1945;1999;x
安德斯 ;108002;U00;1937;1941;1943;1990;2;8;84;3;0;5;0;L8002;1937;1999;1999;x
博比克奇 ;108003;U00;1930;1990;1990;1990;3;4;32;0;0;5;0;L8003;1930;1938;1999;x
伯苓 ;108004;U00;1940;1942;1945;1990;2;4;0;2;0;3;0;L8004;1940;1999;1999;x
比特讷 ;108005;U00;1930;1990;1990;1990;3;5;1;0;0;5;0;L8005;1930;1999;1999;x
博图克 ;108006;U00;1930;1930;1990;1990;2;4;32;0;0;5;0;L8006;1930;1940;1999;x
比克扎乌兹多斯奇 ;108007;U00;1930;1930;1990;1990;2;4;2;0;0;3;0;L8007;1930;1939;1999;x
伯特诺斯奇 ;108008;U00;1930;1930;1930;1990;1;5;0;1;0;5;0;L8008;1930;1999;1999;x
博卢塔斯皮科维兹 ;108009;U00;1930;1930;1990;1990;2;6;256;1;0;5;0;L8009;1930;1999;1999;x
比克莫罗维斯奇 ;108010;U00;1930;1940;1942;1990;1;5;1;2;0;5;0;L8010;1930;1999;1999;x
布泽克瓦阿杰杜克维兹 ;108011;U00;1938;1990;1990;1990;3;5;2;0;0;5;0;L8011;1938;1999;1999;x
不择扎布泽兹纳 ;108012;U00;1937;1990;1990;1990;3;5;64;0;0;5;0;L8012;1937;1941;1999;x
布哈德特布卡奇 ;108013;U00;1930;1930;1930;1990;1;5;513;1;0;5;0;L8013;1930;1942;1999;x
则哈克 ;108014;U00;1937;1942;1990;1990;3;5;2;1;0;5;0;L8014;1937;1999;1999;x
科帕 ;108015;U00;1941;1990;1990;1990;3;4;32;0;0;5;0;L8015;1941;1999;1999;x
克鲁斯希尔蒙特 ;108016;U00;1940;1941;1943;1990;2;5;1;2;0;5;0;L8016;1940;1999;1999;x
克罗莫维兹 ;108017;U00;1938;1990;1990;1990;3;4;2;0;0;5;0;L8017;1938;1999;1999;x
克祖马 ;108018;U00;1930;1930;1990;1990;2;5;2;0;0;5;0;L8018;1930;1999;1999;x
科泽维斯奇 ;108019;U00;1938;1990;1990;1990;3;4;0;0;0;5;0;L8019;1938;1999;1999;x
达波比尔纳克奇 ;108020;U00;1930;1930;1937;1990;1;4;0;1;0;5;0;L8020;1930;1999;1999;x
达比克 ;108021;U00;1937;1942;1990;1990;3;6;2;1;0;5;0;L8021;1937;1999;1999;x
达波克维斯奇 ;108022;U00;1930;1930;1990;1990;3;5;514;1;0;5;0;L8022;1930;1946;1999;x
德姆比斯奇 ;108023;U00;1930;1930;1990;1990;2;4;2;1;0;5;0;L8023;1930;1939;1999;x
迪多福安科维兹 ;108024;U00;1930;1938;1990;1990;2;5;0;1;0;5;0;L8024;1930;1999;1999;x
多布扎斯奇 ;108025;U00;1930;1990;1990;1990;3;4;0;0;0;5;0;L8025;1930;1938;1999;x
德拉佩拉 ;108026;U00;1930;1938;1990;1990;2;4;0;1;0;5;0;L8026;1930;1999;1999;x
德里则 ;108027;U00;1930;1940;1990;1990;2;6;513;1;0;5;0;L8027;1930;1999;1999;x
德鲁奇卢比奇 ;108028;U00;1937;1990;1990;1990;3;4;513;1;0;5;0;L8028;1937;1999;1999;x
达克 ;108029;U00;1938;1941;1943;1990;2;5;36;2;0;5;0;L8029;1938;1999;1999;x
德沃拉克 ;108030;U00;1937;1941;1943;1990;2;5;128;1;0;5;0;L8030;1937;1999;1999;x
