#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#########################################;;;;;;;;;;;x
#  Secret Weapon Events                  ;;;;;;;;;;;x
#########################################;;;;;;;;;;;x
EVT_8000_NAME;理论突破——秘密武器 ;;;;;;;;;;X
EVT_8000_DESC;一个秘密项目结出了硕果。社会专家和内政部官员共同做出了努 力，项目主管已经把理论成果提交给总参谋部。进一步的实验可 以带来一系列先进社会体系的出现。 ;;;;;;;;;;X
EVT_8001_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气截击机的出现。 ;;;;;;;;;;X
EVT_8002_DESC;一个秘密项目结出了硕果。航空专家、船只设计师和涡轮喷气工 程师共同做出了努力，项目主管已经把理论成果提交给总参谋部 。进一步的实验可以带来一系列涡轮喷气航空母舰舰载机部队的 出现。 ;;;;;;;;;;X
EVT_8003_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气近距空中支援飞机的出现。 ;;;;;;;;;;X
EVT_8004_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气战术轰炸机的出现。 ;;;;;;;;;;X
EVT_8005_DESC;一个秘密项目结出了硕果。航空专家、船只设计师和涡轮喷气工 程师共同做出了努力，项目主管已经把理论成果提交给总参谋部 。进一步的实验可以带来一系列涡轮喷气战术轰炸机的出现。 ;;;;;;;;;;X
EVT_8006_DESC;一个秘密项目结出了硕果。航空专家和涡轮喷气工程师共同做出 了努力，项目主管已经把理论成果提交给总参谋部。进一步的实 验可以带来一系列涡轮喷气战略轰炸机的出现。 ;;;;;;;;;;X
EVT_8007_DESC;一个秘密项目结出了硕果。航空专家、化学家和火箭工程师共同 做出了努力，项目主管已经把理论成果提交给总参谋部。进一步 的实验可以带来一系列自航飞弹的出现。 ;;;;;;;;;;X
EVT_8008_DESC;一个秘密项目结出了硕果。航空专家、化学家和火箭工程师共同 做出了努力，项目主管已经把理论成果提交给总参谋部。进一步 的实验可以带来一系列飞行火箭的出现。有人说它最终可以把人 类送上月球。 ;;;;;;;;;;X
EVT_8009_DESC;一个秘密项目结出了硕果。航空专家、化学家和火箭工程师共同 做出了努力，项目主管已经把理论成果提交给总参谋部。进一步 的实验可以带来一系列弹道导弹的出现。 ;;;;;;;;;;X
EVT_8010_DESC;一个秘密项目结出了硕果。数学家、逻辑学家和计算机工程师共 同做出了努力，项目主管已经把理论成果提交给总参谋部。进一 步的实验可以带来一系列的电子计算机的出现。 ;;;;;;;;;;X
EVT_8011_DESC;一个秘密项目结出了硕果。爆破专家、核物理专家共同做出了努 力，项目主管已经把理论成果提交给总参谋部。进一步的实验可 以带来一系列原子弹的出现。 ;;;;;;;;;;X
EVT_8012_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力战列舰。 ;;;;;;;;;;X
EVT_8013_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力巡洋舰。 ;;;;;;;;;;X
EVT_8014_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力航空母舰。 ;;;;;;;;;;X
EVT_8015_DESC;一个秘密项目结出了硕果。船只设计师、核物理专家共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列核动力潜艇。 ;;;;;;;;;;X
EVT_8016_DESC;一个秘密项目结出了硕果。飞机设计师和参谋人员共同做出了努 力，项目主管已经把理论成果提交给总参谋部。进一步的实验可 以带来一系列的直升机，这可以让我们组建空中骑兵部队。 ;;;;;;;;;;X
EVT_8017_DESC;一个秘密项目结出了硕果。航空专家、船只设计师、火箭工程师 共同做出了努力，项目主管已经把理论成果提交给总参谋部。进 一步的实验可以带来一系列空对舰导弹，这可以为我们的近距支 援飞机提供反舰能力。 ;;;;;;;;;;X
EVT_8018_DESC;一个秘密项目结出了硕果。飞机设计师、火箭工程师共同做出了 努力，项目主管已经把理论成果提交给总参谋部。进一步的实验 可以带来一系列的地对空导弹，这可以提供给我们灵活和强大的 防空火力。 ;;;;;;;;;;X
EVT_8019_DESC;一个秘密项目结出了硕果。飞机设计师和涡轮喷气发动机工程师 共同做出了努力，项目主管已经把理论成果提交给总参谋部。进 一步的实验可以带来一系列涡轮喷气战斗机。 ;;;;;;;;;;X
#;;;;;;;;;;x; 部队编制说明
EVT_48005_NAME;德国国防军山地师 ;;;;;;;;;;X
EVT_48006_NAME;德国国防军伞兵师 ;;;;;;;;;;X
EVT_48015_NAME;美国海军陆战队 ;;;;;;;;;;X
EVT_48016_NAME;美国空降兵 ;;;;;;;;;;X
EVT_48017_NAME;美国国民警卫队 ;;;;;;;;;;X
EVT_48041_NAME;意大利黑衫军 ;;;;;;;;;;X
EVT_48054_NAME;苏联红军坦克军 ;;;;;;;;;;X
EVT_48060_NAME;日本陆军师级编制 ;;;;;;;;;;X
EVT_48005_DESC;德国的山地师从成立之初便以其作战的勇猛和顽强，作战的凶残 而闻名，且山地师的部队很少有被俘的，在战争结束的时候山地 部队是德国陆军最后放下武器的部队，其精神和他们的山地祖先 一样坚忍不拔。虽然山地师有着相对优良的作战武器，以及较高 的战术素养，但其战斗性质的非正义，使得山地部队未能向盟军 一些部队那样成为经典和英雄的部队。二战之后，新组建的德国 国防军部分继承了原德国军队的传统与标志，如继承了雪绒花标 志的第２３山地旅。 ;;;;;;;;;;X
EVT_48006_DESC;德国是最早探索大规模伞兵战斗的几个国家之一。施图登特为德 国创造了一个全新的军种，并在法国战役中初放光芒，空降兵首 次作为战役军团大规模运用；埃本埃马尔的小规模机降，创造了 直接空降到敌强固防御阵地的先例。但在克里特空降失败后，德 国伞兵在１９４１年后半年和整个１９４２年，再没有作为一个 整体参战。第７航空师和独立突击团被拆散，伞兵们以团，甚至 营连的规模，分散在整个东线作为精锐步兵使用，而施图登特本 人，留在德国负责伞兵其他部队的正常训练，并组建了两个新伞 兵团。而作为精锐伞兵的伞兵第一师在４３年和４４年在卡西诺 死战不退，抵抗了多次优势盟军的猛烈攻击，为自己赢得了“绿 魔”的绰号。;;;;;;;;;;X
EVT_48015_DESC;美国海军陆战队在二战中建立了作战顽强的声誉。从１９４１年 威克岛防御到最后攻克冲绳，陆战队连续在太平洋作战。陆战队 有两个功能，一是作为海军的地面作战力量，二是实施独立的两 栖作战。在二战中，第二项功能得到了极大的扩展，其组织形式 为舰队陆战部队。１９３９年，陆战队仅有不足２万人，大战爆 发前的１９４１年增加到６万５千多。战争结束时，陆战队兵力 超过４５万，含有基地航空兵，成了军中之军。陆战师是个加强 步兵师的编制，辖３个团、炮兵团、工兵团，满编稍低于２万人 ，执行任务时，根据情况另有加强。为了执行攻取日军筑垒的两 栖任务，陆战队配备了大量的轻工兵“先锋”。 ;;;;;;;;;;X
EVT_48016_DESC;１９４１年，美军只有一个伞兵营，德国伞兵的成功促使美军迅 速扩大伞兵部队规模，到１９４４年，第８２、第１０１空降师 已经可以支援诺曼底登陆战。空降师被设计成小型、高度机动、 可空运的部队，由１个伞兵团、２个滑翔步兵团以及师支援部队 组成，编制８５０５人。１９４４年９月，伞兵编制增加到１２ ９７９人，组织也作了调整：２个伞兵团；１个滑翔步兵团；１ 个防空/ 反坦克营；师炮兵３个连的７５ＭＭ榴炮；以及维修、 工程、信号连和侦察排。;;;;;;;;;;X
EVT_48017_DESC;１９０３年，美国国会通过“民兵法案”，把各州民兵整合为国 民警卫队体系。１９１６年，美国国会又通过了“国防法案”， 使国民警卫队取得享受联邦政府年度拨款的资格以及联邦预备役 军事力量的地位，其编制、装备和训练开始参照正规部队的条款 实施。在应征服现役时，国民警卫队与正规部队一样接受统一法 规的约束，并享受与正规部队同样的工资待遇和补助。因此国民 警卫队同时肩负着治安与国防这两项任务。尽管只是负责内卫， 国民警卫队在战斗力上却大大高于一般国家的民兵乃至预备役部 队。;;;;;;;;;;X
EVT_48041_DESC;黑衫军在１９１９年成立，其中包含了许多不满政府的退伍军人 。在墨索里尼１９２２年１０月２７日到２９日的“向罗马进军 ”行动时，其人数达到了２０万人。１９２３年２月１日，黑衫 军被编组为国家安全志愿民兵。到１９４３年意大利退出战争时 ，黑衫军被解散。此时的意大利社会共和国将黑衫军重新编入共 和国卫队中。与通常的欧洲陆军军制不同，黑衫军模仿了古代罗 马军团的编制，其中每个军团下都有一小部分职业军官和庞大的 预备役志愿兵组成。总体说来，这是一支由法西斯精神武装的混 合了职业军人与志愿民兵的武装，战斗力也强于大多数预备役部 队。;;;;;;;;;;X
